date,region,infected,recovered,dead
2020-04-28,Республика Дагестан,1147,76,11
2020-04-29,Республика Дагестан,1231,88,12
2020-04-30,Республика Дагестан,1389,112,12
2020-05-01,Республика Дагестан,1553,114,12
2020-05-02,Республика Дагестан,1662,170,12
2020-05-03,Республика Дагестан,1798,183,13
2020-05-04,Республика Дагестан,1958,226,13
2020-05-05,Республика Дагестан,2086,325,14
2020-05-06,Республика Дагестан,2267,356,15
2020-05-07,Республика Дагестан,2372,391,16
2020-05-08,Республика Дагестан,2468,508,17
2020-05-09,Республика Дагестан,2560,679,18
2020-05-10,Республика Дагестан,2653,772,18
2020-05-11,Республика Дагестан,2772,968,20
2020-05-12,Республика Дагестан,2888,1008,23
2020-05-13,Республика Дагестан,2997,1107,26
2020-05-14,Республика Дагестан,3095,1318,26
2020-05-15,Республика Дагестан,3192,1490,27
2020-05-16,Республика Дагестан,3280,1570,27
2020-05-17,Республика Дагестан,3371,1705,29
2020-05-18,Республика Дагестан,3460,1807,29
2020-05-19,Республика Дагестан,3553,2003,32
2020-05-20,Республика Дагестан,3643,2266,36
2020-05-21,Республика Дагестан,3746,2489,41
2020-04-21,Республика Ингушетия,354,30,9
2020-04-22,Республика Ингушетия,397,38,12
2020-04-23,Республика Ингушетия,436,50,13
2020-04-24,Республика Ингушетия,474,56,13
2020-04-25,Республика Ингушетия,515,67,13
2020-04-26,Республика Ингушетия,552,75,13
2020-04-27,Республика Ингушетия,590,90,17
2020-04-28,Республика Ингушетия,633,97,18
2020-04-29,Республика Ингушетия,679,102,19
2020-04-30,Республика Ингушетия,722,105,20
2020-05-01,Республика Ингушетия,769,129,22
2020-05-02,Республика Ингушетия,814,152,23
2020-05-03,Республика Ингушетия,865,158,25
2020-05-04,Республика Ингушетия,918,186,26
2020-05-05,Республика Ингушетия,966,190,26
2020-05-06,Республика Ингушетия,1018,198,27
2020-05-07,Республика Ингушетия,1067,248,28
2020-05-08,Республика Ингушетия,1108,250,28
2020-05-09,Республика Ингушетия,1152,263,28
2020-05-10,Республика Ингушетия,1199,272,29
2020-05-11,Республика Ингушетия,1245,287,29
2020-05-12,Республика Ингушетия,1290,321,29
2020-05-13,Республика Ингушетия,1333,331,32
2020-05-14,Республика Ингушетия,1372,331,33
2020-05-15,Республика Ингушетия,1407,337,35
2020-05-16,Республика Ингушетия,1443,346,35
2020-05-17,Республика Ингушетия,1480,353,35
2020-05-18,Республика Ингушетия,1515,359,35
2020-05-19,Республика Ингушетия,1561,399,35
2020-05-20,Республика Ингушетия,1605,607,35
2020-05-21,Республика Ингушетия,1648,675,36
2020-04-21,Кабардино-Балкарская Республика,170,8,1
2020-04-22,Кабардино-Балкарская Республика,193,11,1
2020-04-23,Кабардино-Балкарская Республика,218,15,1
2020-04-24,Кабардино-Балкарская Республика,243,15,1
2020-04-25,Кабардино-Балкарская Республика,272,21,1
2020-04-26,Кабардино-Балкарская Республика,300,21,1
2020-04-27,Кабардино-Балкарская Республика,329,28,1
2020-04-28,Кабардино-Балкарская Республика,367,28,1
2020-04-29,Кабардино-Балкарская Республика,412,50,2
2020-04-30,Кабардино-Балкарская Республика,456,62,2
2020-05-01,Кабардино-Балкарская Республика,499,78,2
2020-05-02,Кабардино-Балкарская Республика,544,91,2
2020-05-03,Кабардино-Балкарская Республика,634,101,2
2020-05-04,Кабардино-Балкарская Республика,739,122,2
2020-05-05,Кабардино-Балкарская Республика,820,136,3
2020-05-06,Кабардино-Балкарская Республика,925,147,3
2020-05-07,Кабардино-Балкарская Республика,1008,156,3
2020-05-08,Кабардино-Балкарская Республика,1089,169,3
2020-05-09,Кабардино-Балкарская Республика,1168,192,3
2020-05-10,Кабардино-Балкарская Республика,1245,199,3
2020-05-11,Кабардино-Балкарская Республика,1325,223,3
2020-05-12,Кабардино-Балкарская Республика,1401,261,4
2020-05-13,Кабардино-Балкарская Республика,1475,294,6
2020-05-14,Кабардино-Балкарская Республика,1548,310,7
2020-05-15,Кабардино-Балкарская Республика,1619,319,7
2020-05-16,Кабардино-Балкарская Республика,1690,356,7
2020-05-17,Кабардино-Балкарская Республика,1759,407,7
2020-05-18,Кабардино-Балкарская Республика,1824,420,7
2020-05-19,Кабардино-Балкарская Республика,1886,461,7
2020-05-20,Кабардино-Балкарская Республика,1952,515,7
2020-05-21,Кабардино-Балкарская Республика,2020,524,8
2020-04-21,Республика Калмыкия,77,9,3
2020-04-22,Республика Калмыкия,88,12,3
2020-04-23,Республика Калмыкия,94,14,3
2020-04-24,Республика Калмыкия,104,16,3
2020-04-25,Республика Калмыкия,122,19,3
2020-04-26,Республика Калмыкия,146,19,3
2020-04-27,Республика Калмыкия,158,19,3
2020-04-28,Республика Калмыкия,167,24,3
2020-04-29,Республика Калмыкия,183,37,3
2020-04-30,Республика Калмыкия,192,38,3
2020-05-01,Республика Калмыкия,231,39,3
2020-05-02,Республика Калмыкия,254,41,4
2020-05-03,Республика Калмыкия,283,53,5
2020-05-04,Республика Калмыкия,321,53,5
2020-05-05,Республика Калмыкия,322,53,5
2020-05-06,Республика Калмыкия,351,54,5
2020-05-07,Республика Калмыкия,379,69,5
2020-05-08,Республика Калмыкия,405,94,5
2020-05-09,Республика Калмыкия,455,102,5
2020-05-10,Республика Калмыкия,473,105,6
2020-05-11,Республика Калмыкия,494,129,6
2020-05-12,Республика Калмыкия,497,146,6
2020-05-13,Республика Калмыкия,532,168,6
2020-05-14,Республика Калмыкия,567,183,6
2020-05-15,Республика Калмыкия,618,195,6
2020-05-16,Республика Калмыкия,655,211,8
2020-05-17,Республика Калмыкия,693,228,8
2020-05-18,Республика Калмыкия,721,250,8
2020-05-19,Республика Калмыкия,721,258,8
2020-05-20,Республика Калмыкия,744,262,10
2020-05-21,Республика Калмыкия,776,283,10
2020-04-21,Карачаево-Черкесская Республика,106,1,0
2020-04-22,Карачаево-Черкесская Республика,145,1,0
2020-04-23,Карачаево-Черкесская Республика,169,1,0
2020-04-24,Карачаево-Черкесская Республика,194,1,0
2020-04-25,Карачаево-Черкесская Республика,240,1,0
2020-04-26,Карачаево-Черкесская Республика,282,4,1
2020-04-27,Карачаево-Черкесская Республика,301,4,2
2020-04-28,Карачаево-Черкесская Республика,314,6,2
2020-04-29,Карачаево-Черкесская Республика,330,14,2
2020-04-30,Карачаево-Черкесская Республика,352,14,2
2020-05-01,Карачаево-Черкесская Республика,398,14,2
2020-05-02,Карачаево-Черкесская Республика,412,15,2
2020-05-03,Карачаево-Черкесская Республика,430,22,2
2020-05-04,Карачаево-Черкесская Республика,441,35,2
2020-05-05,Карачаево-Черкесская Республика,453,36,2
2020-05-06,Карачаево-Черкесская Республика,457,40,2
2020-05-07,Карачаево-Черкесская Республика,463,41,2
2020-05-08,Карачаево-Черкесская Республика,478,49,3
2020-05-09,Карачаево-Черкесская Республика,509,66,3
2020-05-10,Карачаево-Черкесская Республика,527,86,3
2020-05-11,Карачаево-Черкесская Республика,539,86,3
2020-05-12,Карачаево-Черкесская Республика,549,118,3
2020-05-13,Карачаево-Черкесская Республика,561,125,3
2020-05-14,Карачаево-Черкесская Республика,588,128,3
2020-05-15,Карачаево-Черкесская Республика,614,129,3
2020-05-16,Карачаево-Черкесская Республика,632,179,4
2020-05-17,Карачаево-Черкесская Республика,651,189,4
2020-05-18,Карачаево-Черкесская Республика,666,193,4
2020-05-19,Карачаево-Черкесская Республика,677,210,4
2020-05-20,Карачаево-Черкесская Республика,689,222,4
2020-05-21,Карачаево-Черкесская Республика,701,222,4
2020-04-21,Республика Северная Осетия — Алания,177,8,2
2020-04-22,Республика Северная Осетия — Алания,211,8,2
2020-04-23,Республика Северная Осетия — Алания,242,18,2
2020-04-24,Республика Северная Осетия — Алания,275,18,2
2020-04-25,Республика Северная Осетия — Алания,305,35,2
2020-04-26,Республика Северная Осетия — Алания,348,35,2
2020-04-27,Республика Северная Осетия — Алания,401,57,2
2020-04-28,Республика Северная Осетия — Алания,549,57,2
2020-04-29,Республика Северная Осетия — Алания,670,72,2
2020-04-30,Республика Северная Осетия — Алания,763,72,3
2020-05-01,Республика Северная Осетия — Алания,836,84,4
2020-05-02,Республика Северная Осетия — Алания,921,86,4
2020-05-03,Республика Северная Осетия — Алания,990,86,6
2020-05-04,Республика Северная Осетия — Алания,1069,86,6
2020-05-05,Республика Северная Осетия — Алания,1160,158,7
2020-05-06,Республика Северная Осетия — Алания,1253,158,7
2020-05-07,Республика Северная Осетия — Алания,1342,241,9
2020-05-08,Республика Северная Осетия — Алания,1436,262,10
2020-05-09,Республика Северная Осетия — Алания,1505,296,10
2020-05-10,Республика Северная Осетия — Алания,1575,296,10
2020-05-11,Республика Северная Осетия — Алания,1647,296,10
2020-05-12,Республика Северная Осетия — Алания,1723,305,12
2020-05-13,Республика Северная Осетия — Алания,1801,386,13
2020-05-14,Республика Северная Осетия — Алания,1871,797,13
2020-05-15,Республика Северная Осетия — Алания,1943,903,13
2020-05-16,Республика Северная Осетия — Алания,2016,1018,15
2020-05-17,Республика Северная Осетия — Алания,2090,1041,15
2020-05-18,Республика Северная Осетия — Алания,2165,1050,15
2020-05-19,Республика Северная Осетия — Алания,2242,1105,15
2020-05-20,Республика Северная Осетия — Алания,2314,1164,18
2020-05-21,Республика Северная Осетия — Алания,2387,1205,22
2020-04-21,Чеченская Республика,303,19,5
2020-04-22,Чеченская Республика,323,19,6
2020-04-23,Чеченская Республика,347,19,6
2020-04-24,Чеченская Республика,365,23,6
2020-04-25,Чеченская Республика,387,23,6
2020-04-26,Чеченская Республика,409,23,6
2020-04-27,Чеченская Республика,429,23,6
2020-04-28,Чеченская Республика,447,79,7
2020-04-29,Чеченская Республика,465,79,7
2020-04-30,Чеченская Республика,485,127,7
2020-05-01,Чеченская Республика,504,231,7
2020-05-02,Чеченская Республика,525,276,8
2020-05-03,Чеченская Республика,553,286,8
2020-05-04,Чеченская Республика,583,286,8
2020-05-05,Чеченская Республика,615,306,8
2020-05-06,Чеченская Республика,645,316,8
2020-05-07,Чеченская Республика,674,369,8
2020-05-08,Чеченская Республика,705,369,8
2020-05-09,Чеченская Республика,733,404,8
2020-05-10,Чеченская Республика,759,422,8
2020-05-11,Чеченская Республика,787,445,8
2020-05-12,Чеченская Республика,813,445,9
2020-05-13,Чеченская Республика,841,474,9
2020-05-14,Чеченская Республика,865,502,9
2020-05-15,Чеченская Республика,891,529,9
2020-05-16,Чеченская Республика,918,569,9
2020-05-17,Чеченская Республика,943,580,9
2020-05-18,Чеченская Республика,966,582,10
2020-05-19,Чеченская Республика,986,612,11
2020-05-20,Чеченская Республика,1005,620,11
2020-05-21,Чеченская Республика,1026,635,11
2020-04-21,Ростовская область,346,13,0
2020-04-22,Ростовская область,398,15,0
2020-04-23,Ростовская область,469,18,0
2020-04-24,Ростовская область,533,18,0
2020-04-25,Ростовская область,584,18,0
2020-04-26,Ростовская область,649,37,1
2020-04-27,Ростовская область,714,40,2
2020-04-28,Ростовская область,778,89,2
2020-04-29,Ростовская область,864,89,3
2020-04-30,Ростовская область,943,89,6
2020-05-01,Ростовская область,1026,98,9
2020-05-02,Ростовская область,1106,101,9
2020-05-03,Ростовская область,1178,112,9
2020-05-04,Ростовская область,1263,123,10
2020-05-05,Ростовская область,1353,147,11
2020-05-06,Ростовская область,1434,168,12
2020-05-07,Ростовская область,1514,195,12
2020-05-08,Ростовская область,1594,262,16
2020-05-09,Ростовская область,1674,338,19
2020-05-10,Ростовская область,1763,388,21
2020-05-11,Ростовская область,1851,407,22
2020-05-12,Ростовская область,1946,455,24
2020-05-13,Ростовская область,2033,506,25
2020-05-14,Ростовская область,2111,578,25
2020-05-15,Ростовская область,2200,629,25
2020-05-16,Ростовская область,2312,719,28
2020-05-17,Ростовская область,2427,797,31
2020-05-18,Ростовская область,2514,809,31
2020-05-19,Ростовская область,2645,874,31
2020-05-20,Ростовская область,2784,989,33
2020-05-21,Ростовская область,2926,1071,33
2020-04-21,Ставропольский край,266,27,4
2020-04-22,Ставропольский край,277,37,5
2020-04-23,Ставропольский край,332,38,5
2020-04-24,Ставропольский край,358,44,5
2020-04-25,Ставропольский край,385,50,5
2020-04-26,Ставропольский край,421,58,6
2020-04-27,Ставропольский край,454,73,6
2020-04-28,Ставропольский край,491,73,6
2020-04-29,Ставропольский край,519,81,10
2020-04-30,Ставропольский край,562,81,14
2020-05-01,Ставропольский край,651,101,14
2020-05-02,Ставропольский край,676,116,14
2020-05-03,Ставропольский край,731,135,15
2020-05-04,Ставропольский край,788,164,17
2020-05-05,Ставропольский край,824,188,18
2020-05-06,Ставропольский край,864,200,20
2020-05-07,Ставропольский край,887,224,20
2020-05-08,Ставропольский край,943,249,20
2020-05-09,Ставропольский край,1012,279,20
2020-05-10,Ставропольский край,1050,289,20
2020-05-11,Ставропольский край,1084,301,20
2020-05-12,Ставропольский край,1125,325,21
2020-05-13,Ставропольский край,1176,380,21
2020-05-14,Ставропольский край,1248,408,23
2020-05-15,Ставропольский край,1308,462,26
2020-05-16,Ставропольский край,1367,486,26
2020-05-17,Ставропольский край,1465,526,26
2020-05-18,Ставропольский край,1530,526,28
2020-05-19,Ставропольский край,1600,562,31
2020-05-20,Ставропольский край,1659,598,32
2020-05-21,Ставропольский край,1728,638,34
2020-04-21,Кировская область,188,14,2
2020-04-22,Кировская область,216,18,3
2020-04-23,Кировская область,240,20,3
2020-04-24,Кировская область,276,27,3
2020-04-25,Кировская область,316,29,3
2020-04-26,Кировская область,362,37,3
2020-04-27,Кировская область,388,38,3
2020-04-28,Кировская область,423,38,3
2020-04-29,Кировская область,466,41,4
2020-04-30,Кировская область,493,42,4
2020-05-01,Кировская область,511,46,4
2020-05-02,Кировская область,543,59,4
2020-05-03,Кировская область,585,72,4
2020-05-04,Кировская область,618,80,4
2020-05-05,Кировская область,644,90,4
2020-05-06,Кировская область,661,103,4
2020-05-07,Кировская область,686,125,4
2020-05-08,Кировская область,718,143,4
2020-05-09,Кировская область,761,184,4
2020-05-10,Кировская область,807,236,4
2020-05-11,Кировская область,835,263,5
2020-05-12,Кировская область,876,324,5
2020-05-13,Кировская область,896,339,5
2020-05-14,Кировская область,911,404,5
2020-05-15,Кировская область,932,452,5
2020-05-16,Кировская область,967,503,5
2020-05-17,Кировская область,1001,548,5
2020-05-18,Кировская область,1008,588,5
2020-05-19,Кировская область,1020,591,5
2020-05-20,Кировская область,1064,647,5
2020-05-21,Кировская область,1091,687,6
2020-04-21,Республика Марий Эл,311,46,1
2020-04-22,Республика Марий Эл,333,46,1
2020-04-23,Республика Марий Эл,348,46,1
2020-04-24,Республика Марий Эл,377,46,1
2020-04-25,Республика Марий Эл,407,46,1
2020-04-26,Республика Марий Эл,431,46,1
2020-04-27,Республика Марий Эл,462,46,1
2020-04-28,Республика Марий Эл,500,81,2
2020-04-29,Республика Марий Эл,535,274,2
2020-04-30,Республика Марий Эл,566,304,2
2020-05-01,Республика Марий Эл,597,332,3
2020-05-02,Республика Марий Эл,628,373,3
2020-05-03,Республика Марий Эл,668,397,4
2020-05-04,Республика Марий Эл,717,416,4
2020-05-05,Республика Марий Эл,750,444,4
2020-05-06,Республика Марий Эл,783,458,4
2020-05-07,Республика Марий Эл,814,508,4
2020-05-08,Республика Марий Эл,845,537,4
2020-05-09,Республика Марий Эл,882,589,5
2020-05-10,Республика Марий Эл,903,594,5
2020-05-11,Республика Марий Эл,928,623,5
2020-05-12,Республика Марий Эл,964,648,6
2020-05-13,Республика Марий Эл,996,696,7
2020-05-14,Республика Марий Эл,1033,758,7
2020-05-15,Республика Марий Эл,1078,809,7
2020-05-16,Республика Марий Эл,1130,860,7
2020-05-17,Республика Марий Эл,1184,861,7
2020-05-18,Республика Марий Эл,1235,864,7
2020-05-19,Республика Марий Эл,1285,910,8
2020-05-20,Республика Марий Эл,1322,959,8
2020-05-21,Республика Марий Эл,1360,989,8
2020-04-21,Нижегородская область,860,28,5
2020-04-22,Нижегородская область,929,49,6
2020-04-23,Нижегородская область,1002,60,7
2020-04-24,Нижегородская область,1096,77,8
2020-04-25,Нижегородская область,1214,92,8
2020-04-26,Нижегородская область,1367,109,8
2020-04-27,Нижегородская область,1574,109,9
2020-04-28,Нижегородская область,1663,109,9
2020-04-29,Нижегородская область,1794,177,11
2020-04-30,Нижегородская область,1944,226,12
2020-05-01,Нижегородская область,2123,289,14
2020-05-02,Нижегородская область,2443,318,14
2020-05-03,Нижегородская область,2695,346,16
2020-05-04,Нижегородская область,2852,383,16
2020-05-05,Нижегородская область,3026,398,16
2020-05-06,Нижегородская область,3298,422,16
2020-05-07,Нижегородская область,3610,493,23
2020-05-08,Нижегородская область,3886,510,23
2020-05-09,Нижегородская область,4180,649,26
2020-05-10,Нижегородская область,4442,661,29
2020-05-11,Нижегородская область,4733,694,31
2020-05-12,Нижегородская область,5087,744,32
2020-05-13,Нижегородская область,5358,764,35
2020-05-14,Нижегородская область,5596,1085,37
2020-05-15,Нижегородская область,5903,1220,40
2020-05-16,Нижегородская область,6132,1323,42
2020-05-17,Нижегородская область,6413,1373,43
2020-05-18,Нижегородская область,6692,1410,43
2020-05-19,Нижегородская область,6952,1539,45
2020-05-20,Нижегородская область,7209,1637,49
2020-05-21,Нижегородская область,7413,1756,53
2020-04-21,Оренбургская область,226,20,2
2020-04-22,Оренбургская область,254,32,2
2020-04-23,Оренбургская область,277,32,2
2020-04-24,Оренбургская область,305,32,2
2020-04-25,Оренбургская область,361,55,2
2020-04-26,Оренбургская область,377,58,2
2020-04-27,Оренбургская область,391,58,2
2020-04-28,Оренбургская область,456,82,2
2020-04-29,Оренбургская область,493,108,3
2020-04-30,Оренбургская область,520,119,3
2020-05-01,Оренбургская область,569,179,3
2020-05-02,Оренбургская область,591,190,4
2020-05-03,Оренбургская область,619,217,4
2020-05-04,Оренбургская область,700,217,4
2020-05-05,Оренбургская область,728,217,4
2020-05-06,Оренбургская область,767,217,4
2020-05-07,Оренбургская область,798,217,4
2020-05-08,Оренбургская область,847,217,5
2020-05-09,Оренбургская область,895,272,5
2020-05-10,Оренбургская область,937,284,5
2020-05-11,Оренбургская область,986,331,5
2020-05-12,Оренбургская область,1039,345,5
2020-05-13,Оренбургская область,1089,390,5
2020-05-14,Оренбургская область,1178,415,5
2020-05-15,Оренбургская область,1208,528,5
2020-05-16,Оренбургская область,1243,564,5
2020-05-17,Оренбургская область,1278,602,5
2020-05-18,Оренбургская область,1312,612,5
2020-05-19,Оренбургская область,1350,701,5
2020-05-20,Оренбургская область,1392,760,5
2020-05-21,Оренбургская область,1437,787,5
2020-04-21,Пензенская область,180,6,5
2020-04-22,Пензенская область,196,6,5
2020-04-23,Пензенская область,211,6,5
2020-04-24,Пензенская область,232,6,5
2020-04-25,Пензенская область,255,30,6
2020-04-26,Пензенская область,261,56,6
2020-04-27,Пензенская область,283,58,6
2020-04-28,Пензенская область,322,58,7
2020-04-29,Пензенская область,364,96,7
2020-04-30,Пензенская область,404,116,7
2020-05-01,Пензенская область,448,132,7
2020-05-02,Пензенская область,481,148,7
2020-05-03,Пензенская область,512,170,7
2020-05-04,Пензенская область,539,175,8
2020-05-05,Пензенская область,569,193,8
2020-05-06,Пензенская область,601,199,8
2020-05-07,Пензенская область,635,217,8
2020-05-08,Пензенская область,678,246,8
2020-05-09,Пензенская область,723,301,8
2020-05-10,Пензенская область,764,350,8
2020-05-11,Пензенская область,802,402,10
2020-05-12,Пензенская область,837,440,10
2020-05-13,Пензенская область,879,497,10
2020-05-14,Пензенская область,924,548,10
2020-05-15,Пензенская область,985,658,10
2020-05-16,Пензенская область,1041,736,10
2020-05-17,Пензенская область,1101,777,11
2020-05-18,Пензенская область,1172,788,11
2020-05-19,Пензенская область,1245,861,12
2020-05-20,Пензенская область,1317,944,12
2020-05-21,Пензенская область,1400,1002,13
2020-04-21,Пермский край,237,30,3
2020-04-22,Пермский край,266,37,3
2020-04-23,Пермский край,287,43,4
2020-04-24,Пермский край,318,48,4
2020-04-25,Пермский край,373,52,4
2020-04-26,Пермский край,434,52,4
2020-04-27,Пермский край,454,61,4
2020-04-28,Пермский край,471,67,4
2020-04-29,Пермский край,481,87,5
2020-04-30,Пермский край,500,91,7
2020-05-01,Пермский край,524,95,7
2020-05-02,Пермский край,556,161,9
2020-05-03,Пермский край,595,166,9
2020-05-04,Пермский край,630,207,9
2020-05-05,Пермский край,648,218,9
2020-05-06,Пермский край,673,218,9
2020-05-07,Пермский край,699,282,10
2020-05-08,Пермский край,719,333,10
2020-05-09,Пермский край,735,385,11
2020-05-10,Пермский край,743,391,11
2020-05-11,Пермский край,753,401,11
2020-05-12,Пермский край,781,413,12
2020-05-13,Пермский край,829,467,12
2020-05-14,Пермский край,871,504,12
2020-05-15,Пермский край,921,540,13
2020-05-16,Пермский край,973,589,13
2020-05-17,Пермский край,1024,589,13
2020-05-18,Пермский край,1073,589,13
2020-05-19,Пермский край,1125,600,13
2020-05-20,Пермский край,1178,600,13
2020-05-21,Пермский край,1226,619,13
2020-04-21,Республика Башкортостан,371,20,14
2020-04-22,Республика Башкортостан,396,34,14
2020-04-23,Республика Башкортостан,422,38,14
2020-04-24,Республика Башкортостан,455,57,14
2020-04-25,Республика Башкортостан,490,57,14
2020-04-26,Республика Башкортостан,527,59,14
2020-04-27,Республика Башкортостан,570,72,14
2020-04-28,Республика Башкортостан,631,80,14
2020-04-29,Республика Башкортостан,691,80,14
2020-04-30,Республика Башкортостан,766,120,14
2020-05-01,Республика Башкортостан,843,167,14
2020-05-02,Республика Башкортостан,935,176,14
2020-05-03,Республика Башкортостан,1022,183,14
2020-05-04,Республика Башкортостан,1102,185,14
2020-05-05,Республика Башкортостан,1136,255,14
2020-05-06,Республика Башкортостан,1160,259,14
2020-05-07,Республика Башкортостан,1243,289,14
2020-05-08,Республика Башкортостан,1332,361,14
2020-05-09,Республика Башкортостан,1416,409,15
2020-05-10,Республика Башкортостан,1491,435,15
2020-05-11,Республика Башкортостан,1567,435,15
2020-05-12,Республика Башкортостан,1647,436,16
2020-05-13,Республика Башкортостан,1696,466,16
2020-05-14,Республика Башкортостан,1784,518,16
2020-05-15,Республика Башкортостан,1874,524,16
2020-05-16,Республика Башкортостан,1963,580,17
2020-05-17,Республика Башкортостан,2061,599,17
2020-05-18,Республика Башкортостан,2155,651,17
2020-05-19,Республика Башкортостан,2247,669,17
2020-05-20,Республика Башкортостан,2335,714,18
2020-05-21,Республика Башкортостан,2424,763,18
2020-04-21,Республика Мордовия,327,10,1
2020-04-22,Республика Мордовия,357,11,1
2020-04-23,Республика Мордовия,385,13,1
2020-04-24,Республика Мордовия,424,18,2
2020-04-25,Республика Мордовия,469,18,2
2020-04-26,Республика Мордовия,518,36,2
2020-04-27,Республика Мордовия,560,36,2
2020-04-28,Республика Мордовия,592,36,2
2020-04-29,Республика Мордовия,659,49,3
2020-04-30,Республика Мордовия,698,72,3
2020-05-01,Республика Мордовия,728,86,3
2020-05-02,Республика Мордовия,765,94,3
2020-05-03,Республика Мордовия,808,97,3
2020-05-04,Республика Мордовия,867,98,4
2020-05-05,Республика Мордовия,923,121,5
2020-05-06,Республика Мордовия,977,140,5
2020-05-07,Республика Мордовия,1018,145,6
2020-05-08,Республика Мордовия,1055,160,8
2020-05-09,Республика Мордовия,1102,197,8
2020-05-10,Республика Мордовия,1148,216,8
2020-05-11,Республика Мордовия,1190,237,8
2020-05-12,Республика Мордовия,1225,237,8
2020-05-13,Республика Мордовия,1262,252,9
2020-05-14,Республика Мордовия,1296,312,9
2020-05-15,Республика Мордовия,1323,350,9
2020-05-16,Республика Мордовия,1348,357,9
2020-05-17,Республика Мордовия,1376,412,9
2020-05-18,Республика Мордовия,1409,418,9
2020-05-19,Республика Мордовия,1443,434,9
2020-05-20,Республика Мордовия,1477,463,9
2020-05-21,Республика Мордовия,1512,478,9
2020-04-21,Республика Татарстан,280,30,0
2020-04-22,Республика Татарстан,355,33,0
2020-04-23,Республика Татарстан,412,33,0
2020-04-24,Республика Татарстан,426,37,0
2020-04-25,Республика Татарстан,491,48,0
2020-04-26,Республика Татарстан,562,51,0
2020-04-27,Республика Татарстан,632,54,0
2020-04-28,Республика Татарстан,697,72,0
2020-04-29,Республика Татарстан,752,78,1
2020-04-30,Республика Татарстан,823,83,1
2020-05-01,Республика Татарстан,894,88,1
2020-05-02,Республика Татарстан,960,100,2
2020-05-03,Республика Татарстан,1031,115,2
2020-05-04,Республика Татарстан,1117,130,3
2020-05-05,Республика Татарстан,1208,149,3
2020-05-06,Республика Татарстан,1310,168,3
2020-05-07,Республика Татарстан,1415,184,4
2020-05-08,Республика Татарстан,1498,228,4
2020-05-09,Республика Татарстан,1586,340,5
2020-05-10,Республика Татарстан,1671,360,5
2020-05-11,Республика Татарстан,1761,460,5
2020-05-12,Республика Татарстан,1832,640,6
2020-05-13,Республика Татарстан,1919,740,6
2020-05-14,Республика Татарстан,1980,890,6
2020-05-15,Республика Татарстан,2064,1006,6
2020-05-16,Республика Татарстан,2148,1108,7
2020-05-17,Республика Татарстан,2232,1173,7
2020-05-18,Республика Татарстан,2312,1195,7
2020-05-19,Республика Татарстан,2400,1301,8
2020-05-20,Республика Татарстан,2475,1452,8
2020-05-21,Республика Татарстан,2546,1452,8
2020-04-21,Самарская область,103,15,0
2020-04-22,Самарская область,115,15,0
2020-04-23,Самарская область,141,15,0
2020-04-24,Самарская область,185,19,0
2020-04-25,Самарская область,209,22,0
2020-04-26,Самарская область,229,26,2
2020-04-27,Самарская область,264,26,2
2020-04-28,Самарская область,272,27,5
2020-04-29,Самарская область,327,33,5
2020-04-30,Самарская область,367,36,5
2020-05-01,Самарская область,392,52,5
2020-05-02,Самарская область,433,53,5
2020-05-03,Самарская область,518,58,5
2020-05-04,Самарская область,578,59,5
2020-05-05,Самарская область,595,64,6
2020-05-06,Самарская область,676,72,6
2020-05-07,Самарская область,743,75,8
2020-05-08,Самарская область,802,82,8
2020-05-09,Самарская область,877,102,9
2020-05-10,Самарская область,951,126,9
2020-05-11,Самарская область,1017,135,9
2020-05-12,Самарская область,1083,148,9
2020-05-13,Самарская область,1162,174,9
2020-05-14,Самарская область,1246,194,9
2020-05-15,Самарская область,1302,233,9
2020-05-16,Самарская область,1372,275,9
2020-05-17,Самарская область,1437,295,9
2020-05-18,Самарская область,1503,322,10
2020-05-19,Самарская область,1568,365,11
2020-05-20,Самарская область,1666,419,11
2020-05-21,Самарская область,1740,485,13
2020-04-21,Саратовская область,168,13,0
2020-04-22,Саратовская область,190,19,0
2020-04-23,Саратовская область,229,19,0
2020-04-24,Саратовская область,245,30,0
2020-04-25,Саратовская область,265,34,2
2020-04-26,Саратовская область,305,38,2
2020-04-27,Саратовская область,327,39,2
2020-04-28,Саратовская область,359,39,2
2020-04-29,Саратовская область,392,49,2
2020-04-30,Саратовская область,438,49,2
2020-05-01,Саратовская область,487,52,2
2020-05-02,Саратовская область,535,73,3
2020-05-03,Саратовская область,585,95,3
2020-05-04,Саратовская область,659,99,3
2020-05-05,Саратовская область,737,106,3
2020-05-06,Саратовская область,835,133,3
2020-05-07,Саратовская область,876,135,4
2020-05-08,Саратовская область,950,157,4
2020-05-09,Саратовская область,1007,196,4
2020-05-10,Саратовская область,1076,233,4
2020-05-11,Саратовская область,1168,237,5
2020-05-12,Саратовская область,1232,242,5
2020-05-13,Саратовская область,1317,244,6
2020-05-14,Саратовская область,1413,277,6
2020-05-15,Саратовская область,1526,321,7
2020-05-16,Саратовская область,1633,359,7
2020-05-17,Саратовская область,1754,386,8
2020-05-18,Саратовская область,1871,421,8
2020-05-19,Саратовская область,1980,438,11
2020-05-20,Саратовская область,2072,486,12
2020-05-21,Саратовская область,2139,568,15
2020-04-21,Удмуртская Республика,118,7,3
2020-04-22,Удмуртская Республика,152,8,3
2020-04-23,Удмуртская Республика,161,18,3
2020-04-24,Удмуртская Республика,178,19,4
